blend	source1	source2	pre_sim	suf_sim	jw_sum	wordvec_similarity
mayjah	mae	jah	0.9	1.0	1.9	0.7477418184280396
maymont	mayors	vermont	0.87	0.9	1.77	0.6933196187019348
mayne	mab	ayne	0.9	0.94	1.8399999999999999	0.6546962261199951
mayonaise	may	raise	1.0	0.95	1.95	0.6344345808029175
mayonaisse	mayda	nisse	0.89	0.95	1.8399999999999999	0.7625340819358826
mayoria	mayda	doria	0.89	0.95	1.8399999999999999	0.6515190005302429
mayson	mal	son	0.9	1.0	1.9	0.6611242294311523
maytch	mad	tch	0.9	1.0	1.9	0.7731100916862488
mayweather	mayer	heather	0.89	0.9	1.79	0.7423313856124878
mbb	mbd	obb	0.9	0.91	1.81	0.7499886155128479
mccain	mcf	blain	0.9	0.9	1.8	0.7741261720657349
mclean	mcf	ean	0.9	1.0	1.9	0.6598796248435974
mcribs	mcf	fibs	0.9	0.94	1.8399999999999999	0.6412161588668823
meagan	meq	ingan	0.9	0.9	1.8	0.6621330976486206
meanin	meq	genin	0.9	0.9	1.8	0.6659506559371948
meaninful	meager	gainful	0.87	0.9	1.77	0.8066548705101013
meann	mev	jann	0.9	0.94	1.8399999999999999	0.7288610339164734
meatloaf	meal	loaf	0.93	1.0	1.9300000000000002	0.7120428085327148
meatsauce	meal	sauce	0.93	0.95	1.88	0.7790878415107727
medard	men	hard	0.9	0.94	1.8399999999999999	0.7682411074638367
medgar	meg	gar	0.9	1.0	1.9	0.7303924560546875
medicaid	medii	caid	0.89	1.0	1.8900000000000001	0.772173285484314
medidas	medusa	midas	0.87	0.95	1.8199999999999998	0.6336488127708435
medios	met	bios	0.9	0.94	1.8399999999999999	0.6368929147720337
meela	mel	ela	0.9	1.0	1.9	0.7408790588378906
meetin	mem	tin	0.9	1.0	1.9	0.6452105045318604
megaman	meggy	daman	0.89	0.95	1.8399999999999999	0.7034820318222046
megan	meq	ingan	0.9	0.9	1.8	0.6621330976486206
meh	mem	reh	0.9	0.91	1.81	0.6672645211219788
mek	mel	lek	0.9	0.91	1.81	0.6305323839187622
melanie	melano	jeanie	0.87	0.92	1.79	0.6635451316833496
melatonin	melam	conin	0.89	0.95	1.8399999999999999	0.7277026176452637
melaut	mes	faut	0.9	0.94	1.8399999999999999	0.7611819505691528
melinie	meller	minie	0.87	0.95	1.8199999999999998	0.6424041986465454
melont	mes	ont	0.9	1.0	1.9	0.7124543190002441
melrose	melon	rose	0.89	1.0	1.8900000000000001	0.6558793187141418
memang	mel	bang	0.9	0.94	1.8399999999999999	0.7625000476837158
memba	mea	simba	0.9	0.9	1.8	0.6643707156181335
mence	mem	pence	0.9	0.9	1.8	0.7082130908966064
mendes	mes	des	0.9	1.0	1.9	0.8354052901268005
mening	men	ing	0.9	1.0	1.9	0.6893643140792847
menit	meq	manit	0.9	0.9	1.8	0.6712380647659302
menos	mes	nos	0.9	1.0	1.9	0.7294777035713196
mente	meu	monte	0.9	0.9	1.8	0.6691038608551025
mentee	mee	tee	0.9	1.0	1.9	0.7046768665313721
mentionin	menat	conin	0.89	0.95	1.8399999999999999	0.6846725344657898
mentored	menat	labored	0.89	0.9	1.79	0.7565295100212097
merasa	meo	casa	0.9	0.94	1.8399999999999999	0.6360662579536438
mercado	merse	cascado	0.89	0.9	1.79	0.6986411809921265
meria	mel	ria	0.9	1.0	1.9	0.6608271598815918
merlot	men	lot	0.9	1.0	1.9	0.6939735412597656
merritt	merel	britt	0.89	0.95	1.8399999999999999	0.7322947978973389
meserole	messrs	carole	0.87	0.92	1.79	0.6564868688583374
meskin	men	kin	0.9	1.0	1.9	0.7306003570556641
mesti	meq	sesti	0.9	0.9	1.8	0.6360208988189697
metallica	methyl	silica	0.87	0.92	1.79	0.7485132217407227
metanse	method	cleanse	0.87	0.9	1.77	0.7285788059234619
metaverse	meths	erse	0.89	1.0	1.8900000000000001	0.7408655881881714
metid	med	tid	0.9	1.0	1.9	0.8932219743728638
metroplex	metra	plex	0.89	1.0	1.8900000000000001	0.6697513461112976
mettos	meq	lotos	0.9	0.9	1.8	0.6866554617881775
mex	meq	kex	0.9	0.91	1.81	0.6815861463546753
mexicano	mexica	chicano	0.87	0.9	1.77	0.7839941382408142
mey	meg	bey	0.9	0.91	1.81	0.7109943628311157
meyer	men	yer	0.9	1.0	1.9	0.6600376963615417
meyers	meq	fers	0.9	0.94	1.8399999999999999	0.6578829288482666
mfs	mfg	cfs	0.9	0.91	1.81	0.6617237329483032
mhm	mhg	chm	0.9	0.91	1.81	0.6976063251495361
mic	mix	pic	0.9	0.91	1.81	0.6649827361106873
michelrish	mickle	arish	0.87	0.95	1.8199999999999998	0.7193037271499634
michiganders	micah	landers	0.89	0.94	1.83	0.702161431312561
mickydees	micky	dees	0.89	1.0	1.8900000000000001	0.6379297971725464
micowaved	micra	leaved	0.89	0.92	1.81	0.6967921257019043
midflight	middy	bight	0.89	0.95	1.8399999999999999	0.7748581171035767
midnite	middy	tanite	0.89	0.92	1.81	0.658741295337677
midtweet	midden	weet	0.87	1.0	1.87	0.7016109824180603
mie	mir	die	0.9	0.91	1.81	0.7510778903961182
miedo	mia	credo	0.9	0.9	1.8	0.6476933360099792
miight	mid	light	0.9	0.9	1.8	0.6680129766464233
miind	mix	find	0.9	0.94	1.8399999999999999	0.7189872860908508
miines	mis	nenes	0.9	0.9	1.8	0.7012367248535156
milkshakes	milks	bakes	0.89	0.95	1.8399999999999999	0.7480977773666382
millian	milken	balian	0.87	0.92	1.79	0.6339102983474731
millones	mile	ones	0.93	1.0	1.9300000000000002	0.639145016670227
milshake	milia	hake	0.89	1.0	1.8900000000000001	0.6563608646392822
mindin	min	din	0.9	1.0	1.9	0.6365875601768494
mindset	mini	headset	0.93	0.9	1.83	0.6539664268493652
mindy	mix	candy	0.9	0.9	1.8	0.7922744750976562
miness	mig	dess	0.9	0.94	1.8399999999999999	0.643968403339386
minicure	mind	cure	0.93	1.0	1.9300000000000002	0.711249828338623
minja	mix	ninja	0.9	0.9	1.8	0.7625194787979126
minked	mix	naked	0.9	0.9	1.8	0.6607022881507874
minnettes	minora	mattes	0.87	0.92	1.79	0.6998080611228943
minta	mia	santa	0.9	0.9	1.8	0.6915411949157715
minutos	minas	autos	0.89	0.95	1.8399999999999999	0.6937736868858337
minutoss	minus	toss	0.89	1.0	1.8900000000000001	0.681443452835083
mio	min	bio	0.9	0.91	1.81	0.6600605249404907
miraflores	mirth	encores	0.89	0.9	1.79	0.6982256174087524
mirame	mim	ame	0.9	1.0	1.9	0.6455267667770386
mirando	mirage	orlando	0.87	0.9	1.77	0.7194381952285767
mirena	mib	arena	0.9	0.9	1.8	0.640130877494812
mirip	mid	trip	0.9	0.94	1.8399999999999999	0.7328304052352905
mirrow	mid	row	0.9	1.0	1.9	0.7620408535003662
misera	mia	era	0.9	1.0	1.9	0.7241338491439819
misma	min	sma	0.9	1.0	1.9	0.6709142923355103
mismo	mix	cosmo	0.9	0.9	1.8	0.7317111492156982
missin	mil	sin	0.9	1.0	1.9	0.7511165142059326
missippi	misfit	hippi	0.87	0.95	1.8199999999999998	0.6991293430328369
misskante	missy	dante	0.89	0.95	1.8399999999999999	0.699084997177124
mitri	min	tri	0.9	1.0	1.9	0.6362729072570801
miusic	mix	music	0.9	0.9	1.8	0.8983619213104248
mixtap	mid	tap	0.9	1.0	1.9	0.6951972246170044
mixtape	mix	tape	1.0	1.0	2.0	0.648046612739563
mixtapes	mixy	scapes	0.93	0.92	1.85	0.6315825581550598
mixxed	mid	fixed	0.9	0.9	1.8	0.6683838367462158
mixxie	mib	dixie	0.9	0.9	1.8	0.7511799335479736
mobbin	mob	cabin	0.9	0.9	1.8	0.7033723592758179
mobola	moo	lola	0.9	0.94	1.8399999999999999	0.6821263432502747
mobstars	moble	tars	0.89	1.0	1.8900000000000001	0.6356170177459717
moclere	moche	galere	0.89	0.92	1.81	0.6601186990737915
mocos	mom	cos	0.9	1.0	1.9	0.8384729623794556
modating	model	dating	0.89	0.92	1.81	0.7141144871711731
modda	mog	adda	0.9	0.94	1.8399999999999999	0.6535525918006897
modelin	moder	jocelin	0.89	0.9	1.79	0.671539306640625
modem	moe	dem	0.9	1.0	1.9	0.6689680814743042
modernwarfare	modes	warfare	0.95	0.94	1.89	0.6642404198646545
modivation	modems	ration	0.87	0.92	1.79	0.6624329686164856
moedas	mor	das	0.9	1.0	1.9	0.6748679876327515
mohicans	mohair	pecans	0.87	0.92	1.79	0.698932409286499
molesta	moll	podesta	0.93	0.9	1.83	0.7124075889587402
molestor	moldy	astor	0.89	0.95	1.8399999999999999	0.6483460664749146
moleys	mob	keys	0.9	0.94	1.8399999999999999	0.714438796043396
molidos	molars	libidos	0.87	0.9	1.77	0.7306400537490845
momdukes	momma	dukes	0.89	0.95	1.8399999999999999	0.8311150074005127
mommie	moi	amie	0.9	0.94	1.8399999999999999	0.8450604677200317
monay	mos	nay	0.9	1.0	1.9	0.6365290880203247
monclers	monad	healers	0.89	0.9	1.79	0.6799291968345642
moneymonia	monad	conia	0.89	0.95	1.8399999999999999	0.7964079976081848
monique	mongo	caique	0.89	0.92	1.81	0.6885119676589966
monsterball	monad	hairball	0.89	0.92	1.81	0.6459530591964722
monsterous	mone	rous	0.93	1.0	1.9300000000000002	0.632870078086853
monsterquest	monad	bequest	0.89	0.94	1.83	0.784848153591156
monta	mog	inta	0.9	0.94	1.8399999999999999	0.7165235280990601
mooii	moe	boii	0.9	0.94	1.8399999999999999	0.6773907542228699
mooney	mom	honey	0.9	0.9	1.8	0.7962822318077087
moree	mol	ree	0.9	1.0	1.9	0.6592130661010742
morehouse	mormo	bouse	0.89	0.95	1.8399999999999999	0.6585581302642822
morial	mou	rial	0.9	0.94	1.8399999999999999	0.6883007884025574
mornting	more	dating	0.93	0.92	1.85	0.6724138855934143
moscato	mose	marcato	0.93	0.9	1.83	0.6845204830169678
mosha	moe	sha	0.9	1.0	1.9	0.6318808197975159
moskins	mose	kins	0.93	1.0	1.9300000000000002	0.8119353652000427
mosley	mom	riley	0.9	0.9	1.8	0.6708694696426392
mostrador	mosses	picador	0.87	0.9	1.77	0.6439982652664185
motel	moi	tel	0.9	1.0	1.9	0.7829721570014954
motha	mob	tha	0.9	1.0	1.9	0.6635507345199585
mothafucka	motet	pucka	0.89	0.95	1.8399999999999999	0.71918785572052
motherfuckers	mothered	jackers	0.88	0.94	1.8199999999999998	0.6811302304267883
mothin	mom	chin	0.9	0.94	1.8399999999999999	0.6601001024246216
motiva	moc	kiva	0.9	0.94	1.8399999999999999	0.8314878344535828
motown	mob	own	0.9	1.0	1.9	0.6419378519058228
motrin	mop	erin	0.9	0.94	1.8399999999999999	0.706759512424469
motzerella	moter	labella	0.89	0.9	1.79	0.635718822479248
moutains	mouch	cains	0.89	0.95	1.8399999999999999	0.7141932249069214
movado	mos	ado	0.9	1.0	1.9	0.6395274996757507
movee	mol	vee	0.9	1.0	1.9	0.709891140460968
moven	mob	haven	0.9	0.9	1.8	0.705219566822052
movess	mol	ess	0.9	1.0	1.9	0.7160054445266724
movin	mol	vin	0.9	1.0	1.9	0.6454203128814697
movong	mom	bong	0.9	0.94	1.8399999999999999	0.6397267580032349
moyeto	mog	keto	0.9	0.94	1.8399999999999999	0.6348358988761902
mozilla	mozo	polilla	0.93	0.9	1.83	0.6505157947540283
mre	mrs	are	0.9	0.91	1.81	0.6502903699874878
mth	mtx	fth	0.9	0.91	1.81	0.637184739112854
mty	mtg	tty	0.9	0.91	1.81	0.6548365354537964
mua	mun	kua	0.9	0.91	1.81	0.6447639465332031
muary	mum	scary	0.9	0.9	1.8	0.6436081528663635
mucha	mun	cha	0.9	1.0	1.9	0.6447380185127258
muchachita	mucker	washita	0.87	0.9	1.77	0.658478319644928
muchas	mum	has	0.9	1.0	1.9	0.6949324011802673
mucho	mux	icho	0.9	0.94	1.8399999999999999	0.636593222618103
mudducks	muddy	ducks	0.89	0.95	1.8399999999999999	0.6831796169281006
mudslide	muddle	elide	0.87	0.95	1.8199999999999998	0.6689568758010864
muela	mux	neela	0.9	0.9	1.8	0.7310745716094971
mueller	muette	staller	0.87	0.9	1.77	0.6384063959121704
muero	mux	dero	0.9	0.94	1.8399999999999999	0.6886644959449768
mueven	mux	daven	0.9	0.9	1.8	0.6341728568077087
muffucka	muffed	pucka	0.87	0.95	1.8199999999999998	0.6673718094825745
mufucka	muffed	pucka	0.87	0.95	1.8199999999999998	0.6673718094825745
mufuggin	muffy	naggin	0.89	0.92	1.81	0.6348749399185181
mufukas	muffy	loukas	0.89	0.92	1.81	0.7014533281326294
muggfucka	muggy	pucka	0.89	0.95	1.8399999999999999	0.6778514981269836
muggin	mun	gin	0.9	1.0	1.9	0.6791313886642456
muh	mus	huh	0.9	0.91	1.81	0.6509329080581665
muich	mux	laich	0.9	0.9	1.8	0.702125072479248
muita	mun	ita	0.9	1.0	1.9	0.6484344005584717
muito	mux	bito	0.9	0.94	1.8399999999999999	0.7507632970809937
mujer	mun	jer	0.9	1.0	1.9	0.736541211605072
mujerr	mus	err	0.9	1.0	1.9	0.6595560908317566
mulai	mun	lai	0.9	1.0	1.9	0.8164666891098022
mulher	mum	her	0.9	1.0	1.9	0.8003849983215332
mundial	munchy	sundial	0.87	0.9	1.77	0.6452377438545227
mungkin	munger	hodgkin	0.87	0.9	1.77	0.642998218536377
munnelly	munch	belly	0.89	0.95	1.8399999999999999	0.6399887800216675
muppet	mug	pet	0.9	1.0	1.9	0.7181178331375122
murah	mun	rah	0.9	1.0	1.9	0.6984850168228149
murked	mux	aked	0.9	0.94	1.8399999999999999	0.7118567228317261
murnin	mux	genin	0.9	0.9	1.8	0.6463345289230347
musclehead	muscle	head	0.87	1.0	1.87	0.7071576118469238
museam	mux	eam	0.9	1.0	1.9	0.6687727570533752
musguito	muser	coquito	0.89	0.9	1.79	0.6657909154891968
mutha	mux	catha	0.9	0.9	1.8	0.6929993629455566
muthaa	mut	chaa	0.9	0.94	1.8399999999999999	0.7101243734359741
muthafuckers	mutate	hijackers	0.87	0.9	1.77	0.7777551412582397
muthas	mum	has	0.9	1.0	1.9	0.6949324011802673
muther	mum	her	0.9	1.0	1.9	0.8003849983215332
muy	mug	buy	0.9	0.91	1.81	0.7611583471298218
myans	myg	peans	0.9	0.9	1.8	0.6391856670379639
mybad	myg	ibad	0.9	0.94	1.8399999999999999	0.6605482697486877
mybday	myg	alday	0.9	0.9	1.8	0.6324458122253418
mybed	myc	abed	0.9	0.94	1.8399999999999999	0.6951338052749634
myboo	mya	boo	0.9	1.0	1.9	0.6787269115447998
myclothes	myc	mathes	1.0	0.92	1.92	0.707115650177002
myers	mym	fers	0.9	0.94	1.8399999999999999	0.6790872812271118
mymain	mya	dain	0.9	0.94	1.8399999999999999	0.6823127865791321
myname	mya	name	0.9	0.94	1.8399999999999999	0.6453096270561218
myspace	myself	space	0.87	0.95	1.8199999999999998	0.7267332673072815
myspizzle	mysis	razzle	0.89	0.92	1.81	0.6948380470275879
mystee	myg	tutee	0.9	0.9	1.8	0.6795380115509033
myxer	mym	sixer	0.9	0.9	1.8	0.6599175930023193
nacional	nache	conal	0.89	0.95	1.8399999999999999	0.7651543617248535
nadia	nad	dia	0.9	1.0	1.9	0.6399019956588745
nadie	nat	die	0.9	1.0	1.9	0.6727380752563477
nah	naa	aah	0.9	0.91	1.81	0.77547287940979
nai	naa	bai	0.9	0.91	1.81	0.7867600917816162
naija	nav	bija	0.9	0.94	1.8399999999999999	0.8181165456771851
naj	nam	kaj	0.9	0.91	1.81	0.6897842884063721
najah	naa	jah	0.9	1.0	1.9	0.8602592945098877
najera	nam	tera	0.9	0.94	1.8399999999999999	0.6477652788162231
nakid	nap	kid	0.9	1.0	1.9	0.6434233784675598
nakkid	nap	kid	0.9	1.0	1.9	0.6434233784675598
namany	nat	any	0.9	1.0	1.9	0.6450082063674927
namit	nab	amit	0.9	0.94	1.8399999999999999	0.6403613686561584
namorado	namer	estrado	0.89	0.9	1.79	0.6593052744865417
nanggung	nanda	gung	0.89	1.0	1.8900000000000001	0.6813678741455078
nangis	nab	gis	0.9	1.0	1.9	0.6340243816375732
nanigans	nandu	pagans	0.89	0.92	1.81	0.6510016918182373
nanite	naa	kite	0.9	0.94	1.8399999999999999	0.6344724893569946
nanna	nam	anna	0.9	0.94	1.8399999999999999	0.6992536783218384
nanty	naf	banty	0.9	0.9	1.8	0.6464003324508667
naptown	naples	midtown	0.87	0.9	1.77	0.7496709823608398
nas	nay	aas	0.9	0.91	1.81	0.6486072540283203
nashvegas	nasus	degas	0.89	0.95	1.8399999999999999	0.6359261870384216
nasia	nag	sia	0.9	1.0	1.9	0.6719475388526917
nasties	nastic	maties	0.87	0.92	1.79	0.6448884010314941
nataki	naf	faki	0.9	0.94	1.8399999999999999	0.6550760269165039
natalies	nature	lies	0.87	1.0	1.87	0.6382589936256409
natasha	natu	casha	0.93	0.95	1.88	0.7405215501785278
natile	nak	gile	0.9	0.94	1.8399999999999999	0.7309410572052002
nau	naf	dau	0.9	0.91	1.81	0.6432614326477051
nebody	new	body	0.9	0.94	1.8399999999999999	0.7634437084197998
neccesary	nectar	rosary	0.87	0.92	1.79	0.7406919002532959
neccessary	nectar	rosary	0.87	0.92	1.79	0.7406919002532959
necesaria	necro	hilaria	0.89	0.9	1.79	0.6430565118789673
necesitan	necker	puritan	0.87	0.9	1.77	0.7528964281082153
necesitas	necker	litas	0.87	0.95	1.8199999999999998	0.6370795965194702
neckface	neck	face	0.93	1.0	1.9300000000000002	0.7207675576210022
neeck	new	deck	0.9	0.94	1.8399999999999999	0.658237099647522
needa	nef	deda	0.9	0.94	1.8399999999999999	0.671004593372345
needin	neb	bedin	0.9	0.9	1.8	0.6879553198814392
neesh	nef	mesh	0.9	0.94	1.8399999999999999	0.639937162399292
negar	ned	gar	0.9	1.0	1.9	0.644633412361145
negril	neb	meril	0.9	0.9	1.8	0.6448604464530945
negron	new	aaron	0.9	0.9	1.8	0.6553925275802612
negrow	new	row	0.9	1.0	1.9	0.762596070766449
neh	nea	feh	0.9	0.91	1.81	0.6831042766571045
neice	new	ice	0.9	1.0	1.9	0.7267507910728455
neither	neil	heather	0.93	0.9	1.83	0.806782603263855
nekked	neb	ked	0.9	1.0	1.9	0.6353895664215088
nekkid	new	kid	0.9	1.0	1.9	0.8234747648239136
nemore	nei	ore	0.9	1.0	1.9	0.7009791135787964
nenad	nee	nad	0.9	1.0	1.9	0.6680605411529541
neone	new	one	0.9	1.0	1.9	0.8936423063278198
neosoul	neon	soul	0.93	1.0	1.9300000000000002	0.6403399705886841
nephie	nea	hie	0.9	1.0	1.9	0.6997312307357788
nerdy	neb	gardy	0.9	0.9	1.8	0.7150523662567139
nermind	nerve	mind	0.89	1.0	1.8900000000000001	0.7420512437820435
nervouse	nerver	douse	0.87	0.95	1.8199999999999998	0.7123295068740845
nesban	neb	leban	0.9	0.9	1.8	0.7096519470214844
nessacarily	nester	wearily	0.87	0.94	1.81	0.7877947688102722
nesscary	nesh	cary	0.93	1.0	1.9300000000000002	0.6314897537231445
netoworky	neter	corky	0.89	0.95	1.8399999999999999	0.6609512567520142
netta	neb	matta	0.9	0.9	1.8	0.639543890953064
networkin	neter	gherkin	0.89	0.9	1.79	0.6478998064994812
neveer	nea	eer	0.9	1.0	1.9	0.6524170637130737
neway	new	way	0.9	1.0	1.9	0.8483574986457825
neways	nea	bays	0.9	0.94	1.8399999999999999	0.6506788730621338
newbie	neb	dobie	0.9	0.9	1.8	0.7466352581977844
newjack	new	jack	1.0	1.0	2.0	0.7686545848846436
newrule	new	rule	1.0	1.0	2.0	0.7204107046127319
newschool	newel	hool	0.89	1.0	1.8900000000000001	0.645599901676178
newslettering	newsies	bering	0.9	0.96	1.8599999999999999	0.651226282119751
newsong	new	song	1.0	1.0	2.0	0.8138394355773926
newyork	new	york	1.0	1.0	2.0	0.8071114420890808
nex	nea	dex	0.9	0.91	1.81	0.724601149559021
nextel	net	tel	0.9	1.0	1.9	0.6954643130302429
ney	ned	dey	0.9	0.91	1.81	0.633782684803009
nia	nid	hia	0.9	0.91	1.81	0.7095626592636108
niccee	nig	cee	0.9	1.0	1.9	0.6636786460876465
nicee	nig	cee	0.9	1.0	1.9	0.6636786460876465
nicole	nip	hole	0.9	0.94	1.8399999999999999	0.6807703971862793
niege	nix	liege	0.9	0.9	1.8	0.7280504703521729
niether	niece	heather	0.89	0.9	1.79	0.7386419773101807
niggdome	night	dome	0.89	1.0	1.8900000000000001	0.6793879270553589
niggy	nib	waggy	0.9	0.9	1.8	0.662044882774353
nightshift	night	shift	0.89	0.95	1.8399999999999999	0.709357738494873
nigie	nid	gie	0.9	1.0	1.9	0.638003945350647
nigorant	nigel	brant	0.89	0.95	1.8399999999999999	0.7428753972053528
nigris	nib	saris	0.9	0.9	1.8	0.6487188339233398
niice	nip	slice	0.9	0.9	1.8	0.7164539694786072
niight	nig	right	0.9	0.9	1.8	0.6418288350105286
niiki	nis	kiki	0.9	0.94	1.8399999999999999	0.6630042791366577
nikka	nib	pukka	0.9	0.9	1.8	0.6519196033477783
nimitz	nix	sitz	0.9	0.94	1.8399999999999999	0.6667158603668213
niogga	nig	nigga	0.9	0.9	1.8	0.7638447880744934
niptuck	nip	tuck	1.0	1.0	2.0	0.8491582870483398
nique	nil	pique	0.9	0.9	1.8	0.6490010023117065
nisha	nid	sha	0.9	1.0	1.9	0.6817958354949951
nites	nib	bytes	0.9	0.9	1.8	0.6402772665023804
nitey	nig	matey	0.9	0.9	1.8	0.6712561249732971
nobodie	nobby	boodie	0.89	0.92	1.81	0.7605780363082886
nobull	noy	ull	0.9	1.0	1.9	0.6424423456192017
noche	non	che	0.9	1.0	1.9	0.892812967300415
noches	not	hes	0.9	1.0	1.9	0.8715763092041016
noe	nob	boe	0.9	0.91	1.81	0.6642401218414307
nolia	noa	elia	0.9	0.94	1.8399999999999999	0.6910277009010315
nombre	nos	libre	0.9	0.9	1.8	0.6877320408821106
nomor	nos	amor	0.9	0.94	1.8399999999999999	0.72002112865448
nomore	not	bore	0.9	0.94	1.8399999999999999	0.6467314958572388
nomoree	nomos	boree	0.89	0.95	1.8399999999999999	0.6849489212036133
nonton	nom	ton	0.9	1.0	1.9	0.8221614360809326
nonwasted	nonfat	basted	0.87	0.92	1.79	0.708419680595398
noobs	not	boobs	0.9	0.9	1.8	0.6300950050354004
noone	not	one	0.9	1.0	1.9	0.9231417775154114
noones	noy	anes	0.9	0.94	1.8399999999999999	0.6679126024246216
noope	not	cope	0.9	0.94	1.8399999999999999	0.6762326955795288
nopee	not	pee	0.9	1.0	1.9	0.7013867497444153
nor	noy	bor	0.9	0.91	1.81	0.7222889065742493
nordstorms	norths	dorms	0.87	0.95	1.8199999999999998	0.715393602848053
nordstroms	norths	proms	0.87	0.95	1.8199999999999998	0.8080989122390747
normales	nore	hales	0.93	0.95	1.88	0.6920055747032166
norris	noa	cris	0.9	0.94	1.8399999999999999	0.6744101643562317
northshore	north	lahore	0.89	0.92	1.81	0.7362271547317505
norwood	north	wood	0.89	1.0	1.8900000000000001	0.6507308483123779
nosir	not	sir	0.9	1.0	1.9	0.7517509460449219
nosotros	nosing	retros	0.87	0.92	1.79	0.6438099145889282
nossas	nos	casas	0.9	0.9	1.8	0.6330138444900513
notang	noh	bang	0.9	0.94	1.8399999999999999	0.8439384698867798
notar	noh	tar	0.9	1.0	1.9	0.6404201984405518
notea	not	tea	0.9	1.0	1.9	0.67684006690979
noteven	not	even	1.0	1.0	2.0	0.9142627120018005
nothin	noo	chin	0.9	0.94	1.8399999999999999	0.6581230163574219
noticted	not	acted	1.0	0.95	1.95	0.6681323647499084
notin	noh	tin	0.9	1.0	1.9	0.69550621509552
nottin	noh	tin	0.9	1.0	1.9	0.69550621509552
nowear	nod	ear	0.9	1.0	1.9	0.6300679445266724
nowplaying	noways	daying	0.87	0.92	1.79	0.6537150144577026
noxmen	not	men	0.9	1.0	1.9	0.7731451988220215
ntg	nth	ptg	0.9	0.91	1.81	0.6684010028839111
nthing	nth	ing	0.9	1.0	1.9	0.6728865504264832
ntr	nth	ltr	0.9	0.91	1.81	0.7137465476989746
nucka	nub	pucka	0.9	0.9	1.8	0.7597837448120117
nueva	num	leva	0.9	0.94	1.8399999999999999	0.8283308148384094
nuevo	num	levo	0.9	0.94	1.8399999999999999	0.7914494276046753
nuffin	nub	elfin	0.9	0.9	1.8	0.636921763420105
nugas	nut	gas	0.9	1.0	1.9	0.6424562931060791
nugent	nut	cent	0.9	0.94	1.8399999999999999	0.6636655926704407
nuh	nun	huh	0.9	0.91	1.81	0.6867956519126892
nukka	nub	ekka	0.9	0.94	1.8399999999999999	0.6677024960517883
nukkas	nub	pikas	0.9	0.9	1.8	0.6866995096206665
nulis	nul	lis	0.9	1.0	1.9	0.652782142162323
numba	nub	kamba	0.9	0.9	1.8	0.7172474265098572
numbah	nul	bah	0.9	1.0	1.9	0.7825078964233398
numbas	nul	bas	0.9	1.0	1.9	0.6433604955673218
nunchucks	nuncio	hucks	0.87	0.95	1.8199999999999998	0.6740350723266602
nupes	nub	japes	0.9	0.9	1.8	0.6588186025619507
nusty	nub	hasty	0.9	0.9	1.8	0.6515411138534546
nutbush	nuts	bush	0.93	1.0	1.9300000000000002	0.6551244258880615
nutcrakers	nutmeg	quakers	0.87	0.9	1.77	0.6423581838607788
nutella	nuts	fella	0.93	0.95	1.88	0.635661244392395
nuthin	nut	chin	0.9	0.94	1.8399999999999999	0.6964249014854431
nutrag	nut	rag	0.9	1.0	1.9	0.668569803237915
nutten	nun	ten	0.9	1.0	1.9	0.6485387086868286
nuttin	nul	matin	0.9	0.9	1.8	0.8202548623085022
nycha	nye	cha	0.9	1.0	1.9	0.6657634973526001
oaklawn	oak	lawn	1.0	1.0	2.0	0.8142626285552979
oaktown	oak	town	1.0	1.0	2.0	0.7079330086708069
oasti	oaf	sesti	0.9	0.9	1.8	0.7285038232803345
obama	oba	chama	0.9	0.9	1.8	0.6703629493713379
obt	obv	abt	0.9	0.91	1.81	0.6626322269439697
ockie	ock	mikie	0.9	0.9	1.8	0.6704897880554199
odeein	odd	bein	0.9	0.94	1.8399999999999999	0.6340714693069458
oding	odd	being	0.9	0.9	1.8	0.8139146566390991
odiosa	ods	moosa	0.9	0.9	1.8	0.7860281467437744
odisea	ods	asea	0.9	0.94	1.8399999999999999	0.6637438535690308
odoms	ods	coms	0.9	0.94	1.8399999999999999	0.7336053252220154
odong	odd	long	0.9	0.94	1.8399999999999999	0.8170286417007446
odumbo	ods	jambo	0.9	0.9	1.8	0.6451441645622253
offical	offal	cubical	0.89	0.9	1.79	0.6767333745956421
offically	offers	locally	0.87	0.9	1.77	0.6640640497207642
officewide	off	wide	1.0	1.0	2.0	0.7860094308853149
ofice	off	ice	0.9	1.0	1.9	0.7968427538871765
